date,accx,accy,accz
12/9/2020 1:20:16.776000000 PM,0.067139,0.008545,1.004395
12/9/2020 1:20:16.787000000 PM,0.071289,0.008545,1.003662
12/9/2020 1:20:16.797000000 PM,0.067627,0.008057,0.998291
12/9/2020 1:20:16.807000000 PM,0.071777,0.011475,0.999023
12/9/2020 1:20:16.819000000 PM,0.070801,0.010986,1.004883
12/9/2020 1:20:16.834000000 PM,0.072998,0.010498,1.00293
12/9/2020 1:20:16.842000000 PM,0.07251,0.01123,0.998291
12/9/2020 1:20:16.854000000 PM,0.071045,0.011475,0.99707
12/9/2020 1:20:16.862000000 PM,0.067871,0.008789,0.999023
12/9/2020 1:20:16.873000000 PM,0.069824,0.007812,0.999512
12/9/2020 1:20:16.886000000 PM,0.06958,0.011963,1.005859
12/9/2020 1:20:16.897000000 PM,0.067383,0.009277,0.998047
12/9/2020 1:20:16.906000000 PM,0.069824,0.008545,1.000488
12/9/2020 1:20:16.919000000 PM,0.068359,0.010498,1.003906
12/9/2020 1:20:16.929000000 PM,0.072998,0.01123,1.004639
12/9/2020 1:20:16.944000000 PM,0.074219,0.011963,1.013428
12/9/2020 1:20:16.952000000 PM,0.07373,0.011719,0.987549
12/9/2020 1:20:16.961000000 PM,0.06958,0.010986,1.000244
12/9/2020 1:20:16.976000000 PM,0.073242,0.010254,1.004639
12/9/2020 1:20:16.984000000 PM,0.067871,0.01123,0.999512
12/9/2020 1:20:16.999000000 PM,0.071533,0.013184,1.001709
12/9/2020 1:20:17.015000000 PM,0.070801,0.008057,0.999512
12/9/2020 1:20:17.021000000 PM,0.071289,0.009521,1.000488
12/9/2020 1:20:17.027000000 PM,0.067627,0.013184,0.995605
12/9/2020 1:20:17.034000000 PM,0.068359,0.009766,1.001465
12/9/2020 1:20:17.044000000 PM,0.069824,0.016113,1.003906
12/9/2020 1:20:17.054000000 PM,0.07373,0.008057,1.001953
12/9/2020 1:20:17.066000000 PM,0.070312,0.009033,1.005371
12/9/2020 1:20:17.077000000 PM,0.066895,0.012451,1.00293
12/9/2020 1:20:17.103000000 PM,0.072754,0.01001,1.007812
12/9/2020 1:20:17.111000000 PM,0.069336,0.011475,0.991455
12/9/2020 1:20:17.127000000 PM,0.07251,0.013916,1
12/9/2020 1:20:17.135000000 PM,0.068359,0.01123,0.994385
12/9/2020 1:20:17.150000000 PM,0.071045,0.009277,1.000488
12/9/2020 1:20:17.157000000 PM,0.07251,0.012939,0.999268
12/9/2020 1:20:17.174000000 PM,0.07251,0.013184,1.003662
12/9/2020 1:20:17.182000000 PM,0.071533,0.009277,1.004639
12/9/2020 1:20:17.191000000 PM,0.071045,0.01123,1.000977
12/9/2020 1:20:17.202000000 PM,0.071533,0.013916,0.996094
12/9/2020 1:20:17.212000000 PM,0.071777,0.008789,1.000244
12/9/2020 1:20:17.222000000 PM,0.069092,0.011475,0.997559
12/9/2020 1:20:17.234000000 PM,0.069336,0.009277,0.993408
12/9/2020 1:20:17.244000000 PM,0.07251,0.010498,1.005615
12/9/2020 1:20:17.255000000 PM,0.074219,0.010498,0.999268
12/9/2020 1:20:17.265000000 PM,0.072021,0.012695,1.001953
12/9/2020 1:20:17.278000000 PM,0.070068,0.008545,0.999023
12/9/2020 1:20:17.287000000 PM,0.068848,0.01123,0.999512
12/9/2020 1:20:17.302000000 PM,0.065918,0.01416,1.000244
12/9/2020 1:20:17.310000000 PM,0.070801,0.010254,1.003906
12/9/2020 1:20:17.321000000 PM,0.071289,0.004883,1
12/9/2020 1:20:17.333000000 PM,0.067871,0.01123,0.996582
12/9/2020 1:20:17.342000000 PM,0.06958,0.010498,1.00293
12/9/2020 1:20:17.357000000 PM,0.06958,0.009521,1.002441
12/9/2020 1:20:17.365000000 PM,0.06665,0.010986,1.001953
12/9/2020 1:20:17.375000000 PM,0.07373,0.011719,1
12/9/2020 1:20:17.386000000 PM,0.070801,0.010986,0.994141
12/9/2020 1:20:17.399000000 PM,0.068604,0.012451,1.003174
12/9/2020 1:20:17.408000000 PM,0.073242,0.007324,0.997559
12/9/2020 1:20:17.424000000 PM,0.072021,0.01001,1.002686
12/9/2020 1:20:17.432000000 PM,0.070557,0.014893,1.000732
12/9/2020 1:20:17.442000000 PM,0.065918,0.01416,1.000244
12/9/2020 1:20:17.452000000 PM,0.070557,0.009521,0.993408
12/9/2020 1:20:17.462000000 PM,0.071289,0.012695,0.999023
12/9/2020 1:20:17.472000000 PM,0.073975,0.010986,0.994385
12/9/2020 1:20:17.483000000 PM,0.072266,0.01123,0.999512
12/9/2020 1:20:17.493000000 PM,0.070312,0.007324,1.002441
12/9/2020 1:20:17.505000000 PM,0.066162,0.007812,0.996582
12/9/2020 1:20:17.516000000 PM,0.072021,0.01416,0.998047
12/9/2020 1:20:17.526000000 PM,0.071045,0.009521,1.010254
12/9/2020 1:20:17.536000000 PM,0.068604,0.009033,0.998535
12/9/2020 1:20:17.546000000 PM,0.06665,0.010254,1.006348
12/9/2020 1:20:17.556000000 PM,0.075928,0.009521,1.006104
12/9/2020 1:20:17.566000000 PM,0.06958,0.010254,1.00708
12/9/2020 1:20:17.582000000 PM,0.069092,0.013428,1.007568
12/9/2020 1:20:17.590000000 PM,0.073975,0.01123,1.002686
12/9/2020 1:20:17.600000000 PM,0.06958,0.013428,1.005615
12/9/2020 1:20:17.612000000 PM,0.071045,0.013184,0.999268
12/9/2020 1:20:17.628000000 PM,0.070557,0.014893,1.00415
12/9/2020 1:20:17.636000000 PM,0.070312,0.01001,0.998535
12/9/2020 1:20:17.647000000 PM,0.068604,0.012207,0.999512
